URL,IsDomainIP,IsHTTPS,HasObfuscation,NoOfSubDomain,NoOfEqualsInURL,NoOfQMarkInURL,NoOfOtherSpecialCharsInURL,TLDLegitimateProb,HasTitle,HasFavicon,Robots,IsResponsive,HasDescription,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasPasswordField,HasCopyrightInfo,label
https://www.balkaninstitut.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.joetvagyat.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
https://www.swagbucks.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
https://www.16haber.com,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1
https://www.cochrane.org,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
https://www.lacrossehistory.org,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
https://www.racked.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.poshpuppyboutique.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1
https://www.coptsunited.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.wpleadplus.com,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
https://www.navarras.com,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
https://www.ercim.eu,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
https://www.mangerbouger.fr,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
https://www.lifeprint.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.austinuts.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.indologie.uni-halle.de,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1
https://www.majdanek.eu,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
https://www.gtopcars.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.aquatotsswimmingschool.com.au,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1
https://www.grayghostplantation.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.tabiko.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.theraponuniversity.org,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
https://www.choices.edu,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1
https://www.hoursintown.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.heikohoffmann.de,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
https://www.thiagobraga.com.br,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
https://www.peelregion.ca,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
https://www.britishcurling.org.uk,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1
https://www.vahakni.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1
https://www.kobaltmusic.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://www.bramwellwv.com,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
https://www.ageofautism.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.nais.org,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
https://www.danas.rs,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
https://www.amisdebourvil.fr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
https://www.denvillenj.org,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
https://www.baltimorenewsjournal.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
https://www.royalpalaces.se,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
https://www.thecheyennepost.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1
https://www.ietfjournal.org,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1
https://www.vcba.org,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1
https://www.sueroya.com,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1
https://www.ilikewordpress.com,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
https://www.anacostia.si.edu,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
https://www.socscistatistics.com,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
https://www.trooper.com,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1
https://www.atomodental.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
https://www.lozere-online.com,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
https://www.siam.org,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
https://www.mylifeasmadalyn.com,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
https://www.osha.gov,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
https://www.financierworldwide.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://www.namibweb.com,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1
https://www.creative-costuming.com,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
https://www.landmarkpallavaa.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.cfindustries.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
https://www.poezda.net,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
https://www.enhamtrust.org.uk,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
https://www.cotta.jp,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
https://www.opoloo.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
https://www.plugonemag.com,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
https://www.zz91.com,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
https://www.rratdisseny.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1
https://www.safetychew.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
https://www.nykirstineberg.com,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
https://www.teletus.co.il,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1
https://www.katewhitcomb.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
https://www.agipronews.it,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
https://www.rebelbase.be,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
https://www.conib.org.br,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1
https://www.picnicsf.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
https://www.talwargallery.com,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
https://www.consumersearch.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.hemnes.kommune.no,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1
https://www.vsisugar.com,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1
https://www.englishaustralia.com.au,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1
https://www.tokeninteractive.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
https://www.cs.ucy.ac.cy,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1
https://www.pintabianregistry.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
https://www.betweendandr.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
https://www.pennsauken.net,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
https://www.nmgastronome.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
https://www.myvitale.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1
https://www.thesharpproject.co.uk,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1
https://www.globalmentalhealth.org,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1
https://www.lmcuk.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.conpaptex.com,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
https://www.kuliss.co,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
https://www.wblib.org,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
https://www.everystudent.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
https://www.odbms.org,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1
https://www.homeschoolshare.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
https://www.bioscientia.de,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1
https://www.neatolabels.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
https://www.sandmountainherbs.com,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
https://www.canolainfo.org,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
https://www.jadorelesfleurs.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1
https://www.velsicol.com,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
https://www.sarahdelamer.com,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
https://www.julielorenzen.net,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1
https://www.forumishqiptar.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
https://www.hankai.co.jp,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
https://www.xirsys.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1
https://www.32red.com,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1
https://www.b2bmemes.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
https://www.thephoenixnewspaper.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.rossde.com,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
https://www.mushroominfo.co.za,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1
https://www.lynettewhitesell.com,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
https://www.rewildingmag.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
https://www.martacanga.com,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1
https://www.biosphereplastic.com,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
https://www.treklit.com,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
https://www.bpb.de,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
https://www.enca.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
https://www.973fm.com.au,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
https://www.hessbyhess.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1
https://www.eheartdesign.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.neurodegenerationresearch.eu,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1
https://www.canalenergia.com.br,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1
https://www.thehabitat.my,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
https://www.priestsforlife.org,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
https://www.lovemysurface.net,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1
https://www.healthlink.org.za,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
https://www.gaceta.mx,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
https://www.hispaniclifestyle.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
https://www.spotselfieapp.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
https://www.bma.org.uk,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
https://www.renox.com,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
https://www.falgunithemes.com,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
https://www.ledgertranscript.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.superfaktura.cz,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
https://www.sshopencloud.eu,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
https://www.sewmucheasier.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.instamojo.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.sarahnick.com,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1
https://www.teresamummert.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
https://www.indianolaiowa.gov,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
https://www.mainichi.co.jp,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
https://www.minifier.org,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
https://www.davecamlin.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1
https://www.alpine-pearls.com,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
https://www.statsnwt.ca,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
https://www.blackbookmarketresearch.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://www.organicconsumers.org,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
https://www.hudsonvalleydirectory.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.fulcherortho.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1
https://www.tradestation.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.faac.com,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.8gunhaber.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://www.jointhealthmagazine.com,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
https://www.genengnews.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
https://www.sararoylance.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
https://www.lotto.net,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
https://www.magictack.de,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
https://www.yorkconservationtrust.org,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
https://www.misfit-studios.com,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1
https://www.buerostuhl24.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.aktsk.com.tw,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
https://www.honestabe.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
https://www.sarahgoodnough.com,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1
https://www.viceroycars.com,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1
https://www.seegerweiss.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.makatimed.net.ph,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
https://www.monsanto-tribunal.org,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
https://www.happyhowies.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.bigc.vn,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
https://www.lennartverhoeff.net,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
https://www.watchgmctv.com,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
https://www.maitre-eolas.fr,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1
https://www.reonomy.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.shms.edu,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
https://www.brigada.hr,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
https://www.intmedsafe.net,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1
https://www.rutterassociates.com,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
https://www.thumbshots.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1
https://www.mundolabores.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1
https://www.datatourisme.fr,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
https://www.videoproductionproject.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
https://www.regeneron.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.velonews.com,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1
https://www.e-contract.be,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
https://www.kaineduds.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.prpeak.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
https://www.icpsnet.org,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
https://www.jusline.at,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
https://www.727datacenter.net,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
https://www.raffaellarimassa.it,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
https://www.gp-digital.org,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
https://www.disobey.com,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
https://www.freshdog.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
https://www.oomicure.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
https://www.dooney.com,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.thelittleshopbox.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1
https://www.dbdebunk.com,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
https://www.modernlaine.com,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1
https://www.vespainc.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://www.platypusattack.com,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
https://www.abbeywhisky.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
https://www.v2.fi,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
https://www.extremepickyeating.com,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
https://www.nataliemaclean.com,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.rotarydistrict3310.org.my,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1
https://www.cultivatedwit.com,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1
https://www.diemon.com,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
https://www.hoverlay.com,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.maxell.co.jp,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
https://www.stpaul.gov,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
