URL,IsDomainIP,IsHTTPS,HasObfuscation,NoOfSubDomain,NoOfEqualsInURL,NoOfQMarkInURL,NoOfOtherSpecialCharsInURL,URLSimilarityIndex,TLDLegitimateProb,HasTitle,HasFavicon,Robots,IsResponsive,HasDescription,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasPasswordField,HasCopyrightInfo,label
http://dcluwezhlr.poem4frpp.club/vnafvra97w/?q=3717065149&id=100,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.handbellworld.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
http://www.phasdesign.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.byoglobe.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://shy-sun-3480.on-stg.fleek.co/,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
https://late-night-6dd7.eqskec1h5p.workers.dev/,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://g8c2rk.webwave.dev/,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
https://www.gemsofwar.com,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
https://www.shippingtandy.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
https://www.montereybaysolutions.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.purelogicol.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
http://www.code.ws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.binaryemotions.com,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1
https://varrock.click/wp-content/americanexpeess.com.apx/amexnew/verify-card.php,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
https://www.dla.mil,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1
https://www.nothangryanymore.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
http://zonaipc.com/usps/verification,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://maildinshaakckjnw114.web.app/,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.discoverytours.com.my,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1
https://storage.yandexcloud.net/auth-sign-ir9had18du826qih375wox9b6bw32skhgb1o5x0q3vl/index.html,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.laanimalservices.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1
http://www.romanovawillkillyou.c1.biz,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.hewale.net,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
https://www.niis.org,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
https://www.celecaremedical.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.bcfii.ca,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
https://www.usfj.mil,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
https://www.leotamaki.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1
http://www.nserva.live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.maltataxi.mt,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
http://183771pgerestrctedrcvry30im65819.co.vu/,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.onelapofamerica.com,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
http://www.alpatrik.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.appimage.org,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
http://www.eblagh-sana-electronik.cf,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.szaar.nl,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
https://www.responsibletravel.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
https://www.livingwelllaughoften.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://sqmxcj.webwave.dev/,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
http://ethereum-srm.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.parks.wa.gov,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
https://www.amor-und-kartoffelsack.de,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1
https://maildinshaakckjnw501.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
https://www.flux.utah.edu,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
http://www.177y.vmuqw.com,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://steamcommurity.ru/profiles/765611983644799224,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.fawre.pl,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
http://alter-ed.com.ng/wells_fargo/login.php?id=signin88ca35e43ba00d5ad69cfe54e,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.nationalredlist.org,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
https://www.freelancermap.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
https://www.edu-nation.net,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1
https://www.cofona.org,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
http://rechnung394020.wpengine.com/ch/dhl/dhl-ch//?600244c8b3ab10d9e5fac1a7e0a1c2bb,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.countyofkings.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1
https://fb-restriction-case-1d336.web.app/,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://uploadropbox1.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.vacounseling.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
http://mail.deliverylifesupport.com/public/0pq4pbwetknpsc1opskuvswzd7d1fo36,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.ctbuh.org,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
https://ing-mein.nervous-edison.170-187-224-61.plesk.page/main/login1/delogin/94.102.49.123/login/,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
https://www.chiangraiairportthai.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
https://track-10083.web.app/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.scarlettrose.com,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
https://www.pendulum.com,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
https://www.paymentwall.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://ponctuel-681c8.web.app/,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://agencebp02.firebaseapp.com/,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
https://www.attemplate.com/nam/be0f980b-dd99-4b19-bd7b-bc71a09b026c/779cddf9-fccf-405c-aad0-89b845d3bfe6/ea20f3d9-9257-4353-9730-8c4d7a7bd156/login?id=m3bmyuhzsfu1nxraemtqk0o1emuwbjkxefrpmxr4slj6b2pnedmzbuzqbwnxb1zkovh2dklvyxftz3fszxlrevoymed5sexmamjsowjlnfm5bwrob20zoex5tzfoqxzoofzkae9gttbznktkm1javlm3ewo2bmdpvkdtzjfjrnl2aeizy3rqzmvaadi0rjzqnnphtgzvnk1zedfjbke3q1pqqkpiz1rpbhvvnzfhegi1zkvja0pmr1bks1a4u21xm1vmukjimelpee9vyutzslbhl1vivzjdqulzoti3ujeyadvqemdey0xubtrdtwcxc0dbl1lqr1dvvujxzgniajrmtfm5rkjusglss0t6wfkxl0lmr0lms09lywvxafjjaxvinxhzogfmvvb0cu4rae96dlpiwulxzkh4ow9ianpnstb1mfcrrvrdqvvbc0dacniydvdmm01xmufumklkbgvku3dgyzv5ylvgtkvpzeprexp0memxwhlydku3clhmctm2muvwnffiyvppqjztvgcyovlmzz09,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
http://www.u1932556.cp.regruhosting.ru/,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
http://denmarksexcams.com/jp,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.malaysia.travel,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
https://www.brivannaboutique.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
https://www.cal-surety.com,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
https://reginalcaissgr-info.web.app/,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://grussegeh.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
http://christopherstalbergmd.com/ioa,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://closedpreciousarea.gustavo2121djf.repl.co/,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.platinumtrain.jp,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
http://www.sena-adrlins.cf,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.star-force.com,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1
https://user-activity-challange-7e7e1c.netlify.app/,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.tlslbrands.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.dcsa.mil,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
https://www.dracutlibrary.org,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
http://wviiiviiam.duckdns.org,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://03-004-0f-39r4fgh-9qwegcb-284gf-q9efgw-r94g.obs.ap-southeast-3.myhuaweicloud.com/35h0-9g3-e8tgh-wivbg3-085gbf0-we9vbh-38rg-w9efhfh.html?awsaccesskeyid=6f3o5gachngnygv201qo&expires=1680538226&signature=ego75276xsxzppuyakrkwopz/2q%3d,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.stlbouncehouse.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
http://www.kangharu.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://sofe-firma.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.vegascreativesoftware.com,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
https://www.le-mont-saint-michel.org,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1
http://www.qwartwb.cf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.apns.com.pk,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1
http://www.helpnid.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.did-you-mean.com,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
https://www.oreilly.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
https://www.udtrucks.com,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
https://semanasfa.com/magalufatura/inicio/,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
https://www.tiemart.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
http://www.ficondebro.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://bafybeifn47jywvhgzpcpcoitg5ftfimcmq6667ul2quva46dfyz3t6u3qq.ipfs.dweb.link/sharepoint.html,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0
https://www.espritwellness.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.ontap.pl,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1
https://www.indymedia.nl,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
https://www.gmtoday.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
http://www.document-buh.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.thecloudxpert.net,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
http://bienbonvoyage.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.campus.sg,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
https://www.nbs-system.com,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
https://storage.cloud.google.com/ciat3tdtttd53c3e5userp.appspot.com/index.html#paul@legalshield.com,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://weryfikacja-450297-potwierdz.hularydu.pl/a-ll/,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
http://www.kltxyyd.info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.hibiny.com,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1
http://www.x-daily.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.randima.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
http://www.paraskov.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.apheo.ca,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
http://www.rhythm86.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://maildinshaakckjnw237.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
https://www.cassproject.org,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
https://sabakhtarashviliclinic.ge/time/webmail-portal-rd337/index.html,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
http://www.dsfkljeworiu2789452734kludsfsdfewrwer.publicvm.com,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
https://saylo5xst.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
https://www.thefootballhistoryboys.com,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
https://www.strandja.bg,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
https://www.loopycases.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
https://tawk.to/chat/634ad0ffdaff0e1306d2270e/1gfe40s06,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
http://vinted-pl-gj32d.lanru.top/authorize/1662975258698217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.head-liner.ru,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
https://isp-18-29-179.main.jp/dleo5m5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.ody.cc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://rewhg-mtt3.firebaseapp.com/,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
http://www.bulk-approach.site,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.hamburger-reformation.de,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1
http://www.dipua.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.tix.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.usehammock.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.guideoftheworld.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
https://www.sparkassesicherheit.link,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.nofiltersportspodcast.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
https://www.sounduk.net,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1
https://www.netokracija.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
http://www.amnestyreports.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://domappcheckomeg19.firebaseapp.com/,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.mailer-daemon.org,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.gastronomias.com,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
https://www.asiapropertyhq.com,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
http://www.2i2i4w68dz.s3.ca-central-1.amazonaws.com,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.oasmavkjmcxctdkit.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://fb-business-appeal-21855.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
https://www.kimchiandbasil.com,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
https://www.capitainpetzel.de,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
https://www.hrvatskitelekom.hr,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
http://www.failed-messages.tk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.nigelberman.co.uk,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
https://0vergyt2023.user232303.repl.co/,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.web.hcmuafgh.com,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.astrotrishla.com,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1
http://lensprotocol-easy.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.soccerblog.com,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
http://versanthealth-okta.com,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
http://www.gaypornwave.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.thetechieteacher.net,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
https://cerulean-macaron-ed4098.netlify.app/,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
https://www.asiapacificlacrosse.org,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
https://www.cheshire-today.co.uk,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
https://0beb423a-a9c7-4dc0-bc9e-2087b353514b.id.repl.co,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.salefc.com,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
https://www.blueskyphotography.co.uk,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
https://www.belhelcom.org,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
https://yuhh-b49cd.web.app/,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.ohris.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.disneyanimation.com,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
https://www.stts.edu,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
https://www.4ocean.com,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
https://www.subomiplumptre.com,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
http://www.gta6fuzhu.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
https://help021394912385712834.web.app/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.siirtolapuutarhaliitto.fi,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
https://www.way2smile.ae,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1
https://morning-river-261d.img-datings.workers.dev/,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.apraxia-kids.org,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1
http://www.anathema.co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.nirb.ca,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
http://www.bijiuche.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.nsrc.org,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
https://www.flsd.uscourts.gov,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1
http://pgu.mx/to-sa/index.html,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
https://fb-case-id-28031803-fcdc-48af.web.app/,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
http://www.informationserviceslab.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
http://organisasi.bulungan.go.id/public/4cakoj3qpoozmlmmhi8mjpt0m46m2wjq,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.alignerpliers.com,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
https://att-108614.weeblysite.com/,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
http://www.fftpoor.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.testaker.com,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
https://www.amytakespictures.com,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1
http://www.walltadddabit.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://app.35-72-13-210.cprapid.com/ca-italia/ok.php,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
https://hq-f11f.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
https://www.aspirecig.com,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
https://fb-meta-case354234112354.firebaseapp.com/,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
https://www.pedropointsirens.com,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
http://www.dolet.websurprisemail.com,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
